,a,b,jTarget,ox1T5.0,ox2T5.0,oy1T5.0,oy2T5.0,oz1T5.0,oz2T5.0,ox1T10.0,ox2T10.0,oy1T10.0,oy2T10.0,oz1T10.0,oz2T10.0,ox1T15.0,ox2T15.0,oy1T15.0,oy2T15.0,oz1T15.0,oz2T15.0,ox1T20.0,ox2T20.0,oy1T20.0,oy2T20.0,oz1T20.0,oz2T20.0,ox1T25.0,ox2T25.0,oy1T25.0,oy2T25.0,oz1T25.0,oz2T25.0
55,1.0,1.0,5.5,-0.19706188,-0.19706188,-0.039249983,-0.039249983,-0.08708989,-0.08708989,-0.440216,-0.440216,-0.40535188,-0.40535188,0.122215815,0.122215815,0.033110403,0.033110403,0.879288,0.879288,0.15137868,0.15137868,-0.03385608,-0.03385608,-0.07288533,-0.07288533,-0.07748355,-0.07748355,0.49008194,0.49008194,-0.7539655,-0.7539655,0.10647002,0.10647002
56,1.0,1.0,5.6,0.5153542,0.5153542,0.3286755,0.3286755,-0.054252744,-0.054252744,-0.21667725,-0.21667725,-0.1967081,-0.1967081,-0.08022332,-0.08022332,-0.26578638,-0.26578638,-0.8557122,-0.8557122,0.0619315,0.0619315,-0.005848586,-0.005848586,-0.5966675,-0.5966675,0.20864376,0.20864376,-0.26197046,-0.26197046,0.1392902,0.1392902,0.14088303,0.14088303
57,1.0,1.0,5.7,0.8608779,0.8608779,0.50637007,0.50637007,0.015751569,0.015751569,0.5013153,0.5013153,0.84652317,0.84652317,0.046899635,0.046899635,0.060216375,0.060216375,0.9352573,0.9352573,0.05932269,0.05932269,-0.3210536,-0.3210536,0.7965801,0.7965801,0.0317034,0.0317034,-0.56604165,-0.56604165,0.5256257,0.5256257,-0.022812843,-0.022812843
58,1.0,1.0,5.8,0.5406461,0.5406461,0.3364991,0.3364991,0.06561176,0.06561176,-0.19685423,-0.19685423,-0.065614045,-0.065614045,0.16466819,0.16466819,-0.26753953,-0.26753953,-0.782653,-0.782653,0.14626151,0.14626151,0.17000413,0.17000413,-0.8699616,-0.8699616,0.019481212,0.019481212,0.1890602,0.1890602,-0.28950784,-0.28950784,-0.07554419,-0.07554419
59,1.0,1.0,5.9,-0.18269505,-0.18269505,-0.0458137,-0.0458137,0.055205133,0.055205133,-0.45238188,-0.45238188,-0.5244357,-0.5244357,-0.036349207,-0.036349207,0.03956463,0.03956463,0.71857417,0.71857417,-0.018783184,-0.018783184,-0.26509395,-0.26509395,0.32829243,0.32829243,0.20188376,0.20188376,0.6103825,0.6103825,-0.7556775,-0.7556775,0.066500984,0.066500984
60,1.0,1.0,6.0,-0.70027107,-0.70027107,-0.31986716,-0.31986716,-0.005310644,-0.005310644,0.40349472,0.40349472,0.7051066,0.7051066,-0.019715164,-0.019715164,-0.22909592,-0.22909592,-0.467825,-0.467825,0.20513153,0.20513153,-0.09804463,-0.09804463,0.13339473,0.13339473,-0.07263779,-0.07263779,-0.1049208,-0.1049208,-0.029837357,-0.029837357,0.12968925,0.12968925
61,1.0,1.0,6.1,-0.571862,-0.571862,-0.24964455,-0.24964455,-0.06434615,-0.06434615,0.07622156,0.07622156,0.32830843,0.32830843,0.16685508,0.16685508,-0.010319208,-0.010319208,0.3100026,0.3100026,-0.06317402,-0.06317402,0.11864831,0.11864831,-0.7686506,-0.7686506,0.16105528,0.16105528,-0.65050423,-0.65050423,0.53219664,0.53219664,0.0023379333,0.0023379333
62,1.0,1.0,6.2,0.09515922,0.09515922,0.110562004,0.110562004,-0.07223102,-0.07223102,-0.55449295,-0.55449295,-0.6679315,-0.6679315,0.026059393,0.026059393,-0.17098846,-0.17098846,-0.01812311,-0.01812311,0.22522935,0.22522935,-0.39707735,-0.39707735,0.80936766,0.80936766,0.06631968,0.06631968,-0.004533926,-0.004533926,-0.07161914,-0.07161914,-0.07997674,-0.07997674
63,1.0,1.0,6.3,0.7309317,0.7309317,0.4553905,0.4553905,-0.022697814,-0.022697814,0.19560418,0.19560418,0.3946743,0.3946743,-0.062298536,-0.062298536,-0.06933381,-0.06933381,-0.1680369,-0.1680369,-0.066963926,-0.066963926,0.1880651,0.1880651,-0.7044997,-0.7044997,-0.023870088,-0.023870088,0.6802514,0.6802514,-0.7161924,-0.7161924,0.022079855,0.022079855
64,1.0,1.0,6.4,0.7872169,0.7872169,0.4861365,0.4861365,0.042312212,0.042312212,0.30139613,0.30139613,0.6602609,0.6602609,0.13563937,0.13563937,-0.11186339,-0.11186339,0.43792844,0.43792844,0.20586812,0.20586812,-0.1666249,-0.1666249,0.021539789,0.021539789,0.19701374,0.19701374,0.15693161,0.15693161,-0.25092554,-0.25092554,0.11476863,0.11476863
65,1.0,1.0,6.5,0.20970388,0.20970388,0.16956905,0.16956905,0.0684091,0.0684091,-0.51858515,-0.51858515,-0.60697865,-0.60697865,0.08704998,0.08704998,-0.121692225,-0.121692225,-0.5903995,-0.5903995,-0.03484014,-0.03484014,-0.23217796,-0.23217796,0.4319865,0.4319865,-0.05173345,-0.05173345,-0.6511287,-0.6511287,0.4689091,0.4689091,0.034388322,0.034388322
66,1.0,1.0,6.6,-0.50976527,-0.50976527,-0.22729044,-0.22729044,0.034711212,0.034711212,-0.0563232,-0.0563232,0.008887344,0.008887344,-0.0739694,-0.0739694,-0.06440348,-0.06440348,0.7859176,0.7859176,0.1562277,0.1562277,0.25237298,0.25237298,-0.9139336,-0.9139336,0.09880375,0.09880375,-0.2924362,-0.2924362,0.17555995,0.17555995,-0.071436524,-0.071436524
67,1.0,1.0,6.7,-0.75265217,-0.75265217,-0.36273566,-0.36273566,-0.02891257,-0.02891257,0.43015447,0.43015447,0.8496712,0.8496712,0.084675685,0.084675685,-0.1583271,-0.1583271,-0.8599407,-0.8599407,0.020707339,0.020707339,-0.41693828,-0.41693828,0.7000423,0.7000423,0.111181095,0.111181095,0.6172857,0.6172857,-0.58194923,-0.58194923,-0.02096545,-0.02096545
68,1.0,1.0,6.8,-0.30803692,-0.30803692,-0.116169065,-0.116169065,-0.06773515,-0.06773515,-0.37312812,-0.37312812,-0.3751846,-0.3751846,0.1318995,0.1318995,-0.03440562,-0.03440562,0.95005506,0.95005506,0.09100882,0.09100882,0.10286869,0.10286869,-0.37490806,-0.37490806,-0.05828514,-0.05828514,0.47349524,0.47349524,-0.4705357,-0.4705357,0.08787758,0.08787758
69,1.0,1.0,6.9,0.4406111,0.4406111,0.30253452,0.30253452,-0.048901748,-0.048901748,-0.28981048,-0.28981048,-0.35521844,-0.35521844,-0.057114698,-0.057114698,-0.17662817,-0.17662817,-0.9252172,-0.9252172,0.08394114,0.08394114,0.019999655,0.019999655,-0.38096347,-0.38096347,0.17428593,0.17428593,-0.4865396,-0.4865396,0.29364005,0.29364005,0.064160906,0.064160906
70,1.0,1.0,7.0,0.8432294,0.8432294,0.5300632,0.5300632,0.010922871,0.010922871,0.44552475,0.44552475,0.862122,0.862122,0.028977552,0.028977552,-0.021951094,-0.021951094,0.9039576,0.9039576,0.02598888,0.02598888,-0.39299458,-0.39299458,0.7011844,0.7011844,-0.007474329,-0.007474329,-0.5886794,-0.5886794,0.38169196,0.38169196,-0.045906886,-0.045906886
71,1.0,1.0,7.1,0.5464829,0.5464829,0.36442116,0.36442116,0.060398906,0.060398906,-0.16439511,-0.16439511,-0.0399278,-0.0399278,0.15297669,0.15297669,-0.17867239,-0.17867239,-0.7846714,-0.7846714,0.13997146,0.13997146,0.32249168,0.32249168,-0.8969492,-0.8969492,0.028245637,0.028245637,0.35986754,0.35986754,-0.33274424,-0.33274424,-0.05311363,-0.05311363
72,1.0,1.0,7.2,-0.1959271,-0.1959271,-0.055625457,-0.055625457,0.05779266,0.05779266,-0.45812967,-0.45812967,-0.6196286,-0.6196286,-0.020019026,-0.020019026,-0.023525001,-0.023525001,0.66885275,0.66885275,-0.025539542,-0.025539542,-0.3179968,-0.3179968,0.38627577,0.38627577,0.1481612,0.1481612,0.727741,0.727741,-0.6072441,-0.6072441,0.047423206,0.047423206
73,1.0,1.0,7.3,-0.739917,-0.739917,-0.36663443,-0.36663443,0.006532248,0.006532248,0.35729367,0.35729367,0.7067427,0.7067427,-0.018802086,-0.018802086,-0.16899462,-0.16899462,-0.47971487,-0.47971487,0.17767318,0.17767318,-0.09731389,-0.09731389,0.09067999,0.09067999,-0.06507752,-0.06507752,-0.12743475,-0.12743475,0.013330028,0.013330028,0.08017065,0.08017065
74,1.0,1.0,7.4,-0.6109384,-0.6109384,-0.29581127,-0.29581127,-0.04835159,-0.04835159,0.057206277,0.057206277,0.3190401,0.3190401,0.14935003,0.14935003,-0.03418436,-0.03418436,0.30252686,0.30252686,-0.054977566,-0.054977566,0.24236493,0.24236493,-0.7541324,-0.7541324,0.123693176,0.123693176,-0.7497175,-0.7497175,0.46031687,0.46031687,-0.0069893175,-0.0069893175
75,1.0,1.0,7.5,0.07957442,0.07957442,0.09810386,0.09810386,-0.059447605,-0.059447605,-0.53555655,-0.53555655,-0.7375328,-0.7375328,0.026563339,0.026563339,-0.15262635,-0.15262635,-0.08060523,-0.08060523,0.1911783,0.1911783,-0.48661447,-0.48661447,0.7794862,0.7794862,0.053978875,0.053978875,-0.070796475,-0.070796475,-0.008715118,-0.008715118,-0.06414356,-0.06414356
76,1.0,1.0,7.6,0.7278209,0.7278209,0.47180268,0.47180268,-0.017747743,-0.017747743,0.19370835,0.19370835,0.42559877,0.42559877,-0.050301395,-0.050301395,-0.049229097,-0.049229097,-0.11681297,-0.11681297,-0.05921993,-0.05921993,0.24699903,0.24699903,-0.6169941,-0.6169941,-0.032543816,-0.032543816,0.7678657,0.7678657,-0.58132493,-0.58132493,0.00055240607,0.00055240607
77,1.0,1.0,7.7,0.76405644,0.76405644,0.49570924,0.49570924,0.04014904,0.04014904,0.24743234,0.24743234,0.62770134,0.62770134,0.12516673,0.12516673,-0.13377413,-0.13377413,0.33068773,0.33068773,0.180043,0.180043,-0.080433704,-0.080433704,-0.11064974,-0.11064974,0.15614359,0.15614359,0.34623042,0.34623042,-0.29810688,-0.29810688,0.07328889,0.07328889
78,1.0,1.0,7.8,0.15317522,0.15317522,0.1445232,0.1445232,0.06425355,0.06425355,-0.5173271,-0.5173271,-0.6964049,-0.6964049,0.07217523,0.07217523,-0.065163106,-0.065163106,-0.50774676,-0.50774676,-0.040265564,-0.040265564,-0.3499049,-0.3499049,0.54780304,0.54780304,-0.033911675,-0.033911675,-0.63552666,-0.63552666,0.35112458,0.35112458,0.033425063,0.033425063
79,1.0,1.0,7.9,-0.5712013,-0.5712013,-0.27668503,-0.27668503,0.034547836,0.034547836,-0.007651482,-0.007651482,0.07964267,0.07964267,-0.06192549,-0.06192549,-0.115214355,-0.115214355,0.67694736,0.67694736,0.14839622,0.14839622,0.38620067,0.38620067,-0.91017205,-0.91017205,0.051463544,0.051463544,-0.53107923,-0.53107923,0.2860834,0.2860834,-0.04904719,-0.04904719
80,1.0,1.0,8.0,-0.7731316,-0.7731316,-0.3978462,-0.3978462,-0.022144124,-0.022144124,0.3745914,0.3745914,0.8303872,0.8303872,0.0875942,0.0875942,-0.07997934,-0.07997934,-0.8006904,-0.8006904,-0.0040025273,-0.0040025273,-0.41073194,-0.41073194,0.54310477,0.54310477,0.11124582,0.11124582,0.4943003,0.4943003,-0.36536455,-0.36536455,-0.03841003,-0.03841003
81,1.0,1.0,8.1,-0.2741402,-0.2741402,-0.110153146,-0.110153146,-0.056075197,-0.056075197,-0.41610876,-0.41610876,-0.51425475,-0.51425475,0.10850158,0.10850158,-0.098286636,-0.098286636,0.8988053,0.8988053,0.10346387,0.10346387,0.0008607644,0.0008607644,-0.09789831,-0.09789831,-0.060017843,-0.060017843,0.7371707,0.7371707,-0.5162777,-0.5162777,0.042836152,0.042836152
82,1.0,1.0,8.2,0.48691234,0.48691234,0.33482552,0.33482552,-0.038048837,-0.038048837,-0.20811349,-0.20811349,-0.26534694,-0.26534694,-0.05432539,-0.05432539,-0.09294655,-0.09294655,-0.9486538,-0.9486538,0.04143172,0.04143172,0.2216215,0.2216215,-0.6228861,-0.6228861,0.12249072,0.12249072,-0.21217287,-0.21217287,0.07065841,0.07065841,0.059130352,0.059130352
83,1.0,1.0,8.3,0.83812827,0.83812827,0.5440216,0.5440216,0.015540472,0.015540472,0.42229202,0.42229202,0.8964079,0.8964079,0.044847433,0.044847433,-0.083271734,-0.083271734,0.96291447,0.96291447,0.053857554,0.053857554,-0.5168336,-0.5168336,0.7722072,0.7722072,0.027407324,0.027407324,-0.78934515,-0.78934515,0.4223551,0.4223551,-0.013377257,-0.013377257
84,1.0,1.0,8.4,0.46720597,0.46720597,0.32967857,0.32967857,0.057641193,0.057641193,-0.25661036,-0.25661036,-0.23160258,-0.23160258,0.13030659,0.13030659,-0.10412724,-0.10412724,-0.93272036,-0.93272036,0.08735176,0.08735176,0.3299767,0.3299767,-0.70216906,-0.70216906,-0.018296637,-0.018296637,-0.038630523,-0.038630523,-0.025702795,-0.025702795,-0.054446016,-0.054446016
85,1.0,1.0,8.5,-0.30060178,-0.30060178,-0.12214511,-0.12214511,0.051953536,0.051953536,-0.3743195,-0.3743195,-0.5505971,-0.5505971,-0.03131564,-0.03131564,-0.06992597,-0.06992597,0.8647435,0.8647435,0.0079542,0.0079542,-0.13613047,-0.13613047,0.017245824,0.017245824,0.13636154,0.13636154,0.8131107,0.8131107,-0.5261554,-0.5261554,-0.00011868937,-0.00011868937
86,1.0,1.0,8.6,-0.78752893,-0.78752893,-0.41315672,-0.41315672,0.004395309,0.004395309,0.38922867,0.38922867,0.8212766,0.8212766,0.0045949286,0.0045949286,-0.1138411,-0.1138411,-0.76227546,-0.76227546,0.12600628,0.12600628,-0.32553726,-0.32553726,0.46243244,0.46243244,-0.039825857,-0.039825857,0.3690698,0.3690698,-0.26604033,-0.26604033,0.057899494,0.057899494
87,1.0,1.0,8.7,-0.562311,-0.562311,-0.2846305,-0.2846305,-0.04269608,-0.04269608,-0.06963093,-0.06963093,0.09847717,0.09847717,0.13561732,0.13561732,-0.057981823,-0.057981823,0.6264417,0.6264417,-0.027401963,-0.027401963,0.42482582,0.42482582,-0.8876872,-0.8876872,0.055238906,0.055238906,-0.6521423,-0.6521423,0.32034633,0.32034633,0.02639168,0.02639168
88,1.0,1.0,8.8,0.17630407,0.17630407,0.15141188,0.15141188,-0.048081473,-0.048081473,-0.48241985,-0.48241985,-0.7327391,-0.7327391,0.0014172927,0.0014172927,-0.122233264,-0.122233264,-0.4707871,-0.4707871,0.15166011,0.15166011,-0.45622826,-0.45622826,0.59038544,0.59038544,0.091019474,0.091019474,-0.588426,-0.588426,0.2842942,0.2842942,-0.040996328,-0.040996328
89,1.0,1.0,8.9,0.7733667,0.7733667,0.50869644,0.50869644,-0.007649716,-0.007649716,0.2868375,0.2868375,0.62368655,0.62368655,-0.027133651,-0.027133651,-0.047490135,-0.047490135,0.2908634,0.2908634,-0.047744963,-0.047744963,0.04411844,0.04411844,-0.1597185,-0.1597185,-0.054127846,-0.054127846,0.4622714,0.4622714,-0.30137476,-0.30137476,-0.036082447,-0.036082447
90,1.0,1.0,9.0,0.69766605,0.69766605,0.46826494,0.46826494,0.042546857,0.042546857,0.11350347,0.11350347,0.4203374,0.4203374,0.12536225,0.12536225,-0.12903602,-0.12903602,-0.10843955,-0.10843955,0.16119477,0.16119477,0.2278272,0.2278272,-0.5690882,-0.5690882,0.112256765,0.112256765,0.8009378,0.8009378,-0.48566973,-0.48566973,0.029944114,0.029944114
91,1.0,1.0,9.1,0.014393243,0.014393243,0.06309495,0.06309495,0.058475353,0.058475353,-0.5200684,-0.5200684,-0.7883841,-0.7883841,0.03756273,0.03756273,-0.03895068,-0.03895068,-0.08680709,-0.08680709,-0.0513436,-0.0513436,-0.54036087,-0.54036087,0.7601691,0.7601691,0.018976992,0.018976992,-0.123743005,-0.123743005,0.019549746,0.019549746,0.049840692,0.049840692
92,1.0,1.0,9.2,-0.6706499,-0.6706499,-0.34860975,-0.34860975,0.026844515,0.026844515,0.13565855,0.13565855,0.33963346,0.33963346,-0.04653085,-0.04653085,-0.13354465,-0.13354465,0.26686186,0.26686186,0.15423135,0.15423135,0.3688436,0.3688436,-0.70748264,-0.70748264,-0.015068724,-0.015068724,-0.82610375,-0.82610375,0.3971476,0.3971476,-0.006193629,-0.006193629
93,1.0,1.0,9.3,-0.74839085,-0.74839085,-0.4004851,-0.4004851,-0.023696762,-0.023696762,0.26549318,0.26549318,0.68438375,0.68438375,0.10267467,0.10267467,-0.03323949,-0.03323949,-0.44829622,-0.44829622,-0.039107956,-0.039107956,-0.14088044,-0.14088044,0.038336962,0.038336962,0.1215542,0.1215542,-0.17519838,-0.17519838,0.050712798,0.050712798,-0.047190264,-0.047190264
94,1.0,1.0,9.4,-0.1490216,-0.1490216,-0.044890657,-0.044890657,-0.04835185,-0.04835185,-0.48648387,-0.48648387,-0.7150801,-0.7150801,0.07122907,0.07122907,-0.13477416,-0.13477416,0.598622,0.598622,0.132844,0.132844,-0.3382549,-0.3382549,0.45388496,0.45388496,-0.037404247,-0.037404247,0.7895916,0.7895916,-0.4546908,-0.4546908,-0.00961978,-0.00961978
95,1.0,1.0,9.5,0.5939809,0.5939809,0.40235624,0.40235624,-0.0257945,-0.0257945,-0.038844496,-0.038844496,0.015070763,0.015070763,-0.0521479,-0.0521479,-0.031385724,-0.031385724,-0.74094266,-0.74094266,-0.0141375,-0.0141375,0.46021137,0.46021137,-0.8727312,-0.8727312,0.048496153,0.048496153,0.52427787,0.52427787,-0.31416318,-0.31416318,0.04431052,0.04431052
96,1.0,1.0,9.6,0.8177352,0.8177352,0.54173,0.54173,0.02342352,0.02342352,0.36627024,0.36627024,0.85347944,0.85347944,0.072046444,0.072046444,-0.13173008,-0.13173008,0.8397449,0.8397449,0.100973435,0.100973435,-0.46637,-0.46637,0.57724494,0.57724494,0.082691744,0.082691744,-0.55214155,-0.55214155,0.24000579,0.24000579,0.029376183,0.029376183
97,1.0,1.0,9.7,0.32116076,0.32116076,0.2466197,0.2466197,0.055595342,0.055595342,-0.3909889,-0.3909889,-0.5292452,-0.5292452,0.09769931,0.09769931,-0.034274194,-0.034274194,-0.9247383,-0.9247383,0.018968135,0.018968135,0.03435841,0.03435841,-0.13064483,-0.13064483,-0.050387252,-0.050387252,-0.7268072,-0.7268072,0.32779038,0.32779038,-0.02869909,-0.02869909
98,1.0,1.0,9.8,-0.45406204,-0.45406204,-0.22172044,-0.22172044,0.042716388,0.042716388,-0.2103871,-0.2103871,-0.30167004,-0.30167004,-0.044683047,-0.044683047,-0.12371281,-0.12371281,0.9584396,0.9584396,0.06366752,0.06366752,0.26895124,0.26895124,-0.5843228,-0.5843228,0.09896557,0.09896557,0.28102452,0.28102452,-0.17950441,-0.17950441,-0.03798406,-0.03798406
99,1.0,1.0,9.9,-0.81627524,-0.81627524,-0.4456359,-0.4456359,-0.0030562768,-0.0030562768,0.40474728,0.40474728,0.90673125,0.90673125,0.038478877,0.038478877,-0.0423536,-0.0423536,-0.97696495,-0.97696495,0.054906797,0.054906797,-0.5660545,-0.5660545,0.7581292,0.7581292,0.02076324,0.02076324,0.87511253,0.87511253,-0.47316256,-0.47316256,0.013983645,0.013983645
100,1.0,1.0,10.0,-0.44150975,-0.44150975,-0.2241277,-0.2241277,-0.040730007,-0.040730007,-0.25050464,-0.25050464,-0.26189268,-0.26189268,0.1138749,0.1138749,-0.11058002,-0.11058002,0.94150305,0.94150305,0.026275601,0.026275601,0.37145573,0.37145573,-0.66245717,-0.66245717,-0.018716857,-0.018716857,0.112677425,0.112677425,-0.09475568,-0.09475568,0.044097688,0.044097688
