,j_1,j_2,bz_1,bz_2,j_12_Target,ox1T1.0,ox2T1.0,oy1T1.0,oy2T1.0,oz1T1.0,oz2T1.0,ox1T2.0,ox2T2.0,oy1T2.0,oy2T2.0,oz1T2.0,oz2T2.0,ox1T3.0,ox2T3.0,oy1T3.0,oy2T3.0,oz1T3.0,oz2T3.0,ox1T4.0,ox2T4.0,oy1T4.0,oy2T4.0,oz1T4.0,oz2T4.0,ox1T5.0,ox2T5.0,oy1T5.0,oy2T5.0,oz1T5.0,oz2T5.0,ox1T6.0,ox2T6.0,oy1T6.0,oy2T6.0,oz1T6.0,oz2T6.0,ox1T7.0,ox2T7.0,oy1T7.0,oy2T7.0,oz1T7.0,oz2T7.0,ox1T8.0,ox2T8.0,oy1T8.0,oy2T8.0,oz1T8.0,oz2T8.0,ox1T9.0,ox2T9.0,oy1T9.0,oy2T9.0,oz1T9.0,oz2T9.0,ox1T10.0,ox2T10.0,oy1T10.0,oy2T10.0,oz1T10.0,oz2T10.0,ox1T11.0,ox2T11.0,oy1T11.0,oy2T11.0,oz1T11.0,oz2T11.0,ox1T12.0,ox2T12.0,oy1T12.0,oy2T12.0,oz1T12.0,oz2T12.0,ox1T13.0,ox2T13.0,oy1T13.0,oy2T13.0,oz1T13.0,oz2T13.0,ox1T14.0,ox2T14.0,oy1T14.0,oy2T14.0,oz1T14.0,oz2T14.0,ox1T15.0,ox2T15.0,oy1T15.0,oy2T15.0,oz1T15.0,oz2T15.0,ox1T16.0,ox2T16.0,oy1T16.0,oy2T16.0,oz1T16.0,oz2T16.0,ox1T17.0,ox2T17.0,oy1T17.0,oy2T17.0,oz1T17.0,oz2T17.0,ox1T18.0,ox2T18.0,oy1T18.0,oy2T18.0,oz1T18.0,oz2T18.0,ox1T19.0,ox2T19.0,oy1T19.0,oy2T19.0,oz1T19.0,oz2T19.0,ox1T20.0,ox2T20.0,oy1T20.0,oy2T20.0,oz1T20.0,oz2T20.0
0,1.0,1.0,0.1,0.1,0.1,0.5806982517242432,0.5806982517242432,0.8113971948623657,0.8113971948623657,0.04398311302065849,0.04398311302065849,-0.32194429636001587,-0.32194429636001587,0.9313080906867981,0.9313080906867981,0.13850915431976318,0.13850915431976318,-0.9340702295303345,-0.9340702295303345,0.25441789627075195,0.25441789627075195,0.20281636714935303,0.20281636714935303,-0.7284586429595947,-0.7284586429595947,-0.631392240524292,-0.631392240524292,0.1822039932012558,0.1822039932012558,0.10317746549844742,0.10317746549844742,-0.9605797529220581,-0.9605797529220581,0.09572828561067581,0.09572828561067581,0.8344213366508484,0.8344213366508484,-0.4702394902706146,-0.4702394902706146,0.0182806309312582,0.0182806309312582,0.8540371656417847,0.8540371656417847,0.39832398295402527,0.39832398295402527,0.014648446813225746,0.014648446813225746,0.16877961158752441,0.16877961158752441,0.9052885174751282,0.9052885174751282,0.08549416810274124,0.08549416810274124,-0.6241024732589722,-0.6241024732589722,0.6337862610816956,0.6337862610816956,0.16892482340335846,0.16892482340335846,-0.8472397923469543,-0.8472397923469543,-0.1615980714559555,-0.1615980714559555,0.19422732293605804,0.19422732293605804,-0.3341989815235138,-0.3341989815235138,-0.7806132435798645,-0.7806132435798645,0.14272260665893555,0.14272260665893555,0.4379187226295471,0.4379187226295471,-0.7090893983840942,-0.7090893983840942,0.061906974762678146,0.061906974762678146,0.8053971529006958,0.8053971529006958,-0.054929204285144806,-0.054929204285144806,0.020907938480377197,0.020907938480377197,0.49357324838638306,0.49357324838638306,0.5982102155685425,0.5982102155685425,0.05082479864358902,0.05082479864358902,-0.19281131029129028,-0.19281131029129028,0.7099917531013489,0.7099917531013489,0.12190911173820496,0.12190911173820496,-0.6552794575691223,-0.6552794575691223,0.22298087179660797,0.22298087179660797,0.1722227931022644,0.1722227931022644,-0.5196258425712585,-0.5196258425712585,-0.407375693321228,-0.407375693321228,0.16161289811134338,0.16161289811134338,0.04492897167801857,0.04492897167801857,-0.6346790790557861,-0.6346790790557861,0.10469597578048706,0.10469597578048706,0.5174614191055298,0.5174614191055298,-0.3133441209793091,-0.3133441209793091,0.053564123809337616,0.053564123809337616,0.5193785429000854,0.5193785429000854,0.2225876748561859,0.2225876748561859,0.04932950809597969,0.04932950809597969
1,1.0,1.0,0.1,0.1,1.1,0.7664454579353333,0.7664454579353333,0.3738739490509033,0.3738739490509033,0.020565973594784737,0.020565973594784737,0.26530721783638,0.26530721783638,0.37290552258491516,0.37290552258491516,0.06186799705028534,0.06186799705028534,-0.08225291967391968,-0.08225291967391968,-0.0480872243642807,-0.0480872243642807,0.08069322258234024,0.08069322258234024,-0.004003068432211876,-0.004003068432211876,-0.5709590911865234,-0.5709590911865234,0.04876096919178963,0.04876096919178963,0.3942740857601166,0.3942740857601166,-0.8006932735443115,-0.8006932735443115,-0.023394448682665825,-0.023394448682665825,0.7398501634597778,0.7398501634597778,-0.6069259643554688,-0.6069259643554688,-0.09681595861911774,-0.09681595861911774,0.7299985289573669,0.7299985289573669,-0.21601751446723938,-0.21601751446723938,-0.1380457878112793,-0.1380457878112793,0.3840264678001404,0.3840264678001404,0.012215881608426571,0.012215881608426571,-0.1456780582666397,-0.1456780582666397,-0.004927042406052351,-0.004927042406052351,-0.09697040915489197,-0.09697040915489197,-0.14723870158195496,-0.14723870158195496,-0.14903894066810608,-0.14903894066810608,-0.4079075753688812,-0.4079075753688812,-0.17198312282562256,-0.17198312282562256,-0.006167699582874775,-0.006167699582874775,-0.6322808265686035,-0.6322808265686035,-0.22578418254852295,-0.22578418254852295,0.22588704526424408,0.22588704526424408,-0.5966371893882751,-0.5966371893882751,-0.2894693613052368,-0.2894693613052368,0.32236698269844055,0.32236698269844055,-0.3672265410423279,-0.3672265410423279,-0.3384919762611389,-0.3384919762611389,0.22896994650363922,0.22896994650363922,-0.14222495257854462,-0.14222495257854462,-0.36315861344337463,-0.36315861344337463,0.06648340076208115,0.06648340076208115,-0.049016013741493225,-0.049016013741493225,-0.3715381622314453,-0.3715381622314453,-0.026240989565849304,-0.026240989565849304,-0.05310923606157303,-0.05310923606157303,-0.3762968182563782,-0.3762968182563782,-0.027923690155148506,-0.027923690155148506,-0.04502406716346741,-0.04502406716346741,-0.3816615641117096,-0.3816615641117096,-0.015444359742105007,-0.015444359742105007,0.017567163333296776,0.017567163333296776,-0.38335108757019043,-0.38335108757019043,-0.03726191073656082,-0.03726191073656082,0.07627391070127487,0.07627391070127487,-0.3782775402069092,-0.3782775402069092,-0.04111954942345619,-0.04111954942345619,0.07296647131443024,0.07296647131443024,-0.37029993534088135,-0.37029993534088135
2,1.0,1.0,0.1,0.1,2.1,0.49861136078834534,0.49861136078834534,-0.025679325684905052,-0.025679325684905052,-0.0018717868952080607,-0.0018717868952080607,-0.4813561737537384,-0.4813561737537384,0.04375903680920601,0.04375903680920601,-0.0017275159480050206,-0.0017275159480050206,-0.9193618297576904,-0.9193618297576904,0.12867648899555206,0.12867648899555206,0.007524434942752123,0.007524434942752123,-0.36954909563064575,-0.36954909563064575,0.05991436913609505,0.05991436913609505,0.01867482252418995,0.01867482252418995,0.58071368932724,0.58071368932724,-0.16763174533843994,-0.16763174533843994,0.013891159556806087,0.013891159556806087,0.9397827386856079,0.9397827386856079,-0.3173637092113495,-0.3173637092113495,-0.012256723828613758,-0.012256723828613758,0.3511761426925659,0.3511761426925659,-0.1638975888490677,-0.1638975888490677,-0.039061177521944046,-0.039061177521944046,-0.5532851219177246,-0.5532851219177246,0.19532978534698486,0.19532978534698486,-0.0377948135137558,-0.0377948135137558,-0.8385825157165527,-0.8385825157165527,0.3744599223136902,0.3744599223136902,-0.006144457031041384,-0.006144457031041384,-0.24391824007034302,-0.24391824007034302,0.1115313395857811,0.1115313395857811,0.021757975220680237,0.021757975220680237,0.5762779116630554,0.5762779116630554,-0.3842300474643707,-0.3842300474643707,0.007986187934875488,0.007986187934875488,0.7695388197898865,0.7695388197898865,-0.5897374153137207,-0.5897374153137207,-0.04511165991425514,-0.04511165991425514,0.1725996434688568,0.1725996434688568,-0.22632114589214325,-0.22632114589214325,-0.09022257477045059,-0.09022257477045059,-0.5611212849617004,-0.5611212849617004,0.38020628690719604,0.38020628690719604,-0.0818534642457962,-0.0818534642457962,-0.6843336224555969,-0.6843336224555969,0.5860593318939209,0.5860593318939209,-0.027997924014925957,-0.027997924014925957,-0.12807536125183105,-0.12807536125183105,0.11561433970928192,0.11561433970928192,0.011894618161022663,0.011894618161022663,0.4803992509841919,0.4803992509841919,-0.5882165431976318,-0.5882165431976318,-0.01305095199495554,-0.01305095199495554,0.5182305574417114,0.5182305574417114,-0.7809371948242188,-0.7809371948242188,-0.08809323608875275,-0.08809323608875275,0.0034394734539091587,0.0034394734539091587,-0.20838665962219238,-0.20838665962219238,-0.14269204437732697,-0.14269204437732697,-0.4877738952636719,-0.4877738952636719,0.5736135840415955,0.5736135840415955,-0.12243909388780594,-0.12243909388780594
3,1.0,1.0,0.1,0.1,3.1,0.014397300779819489,0.014397300779819489,-0.021966984495520592,-0.021966984495520592,-0.01314008329063654,-0.01314008329063654,-0.4898611605167389,-0.4898611605167389,0.8440156579017639,0.8440156579017639,0.03212042525410652,0.03212042525410652,-0.07247218489646912,-0.07247218489646912,0.03697652742266655,0.03697652742266655,0.09191442281007767,0.09191442281007767,-0.6045952439308167,-0.6045952439308167,-0.7596121430397034,-0.7596121430397034,0.04018859565258026,0.04018859565258026,-0.02948659099638462,-0.02948659099638462,-0.010745829902589321,-0.010745829902589321,-0.000985639402642846,-0.000985639402642846,0.9852412343025208,0.9852412343025208,-0.16166013479232788,-0.16166013479232788,0.0008221393218263984,0.0008221393218263984,0.04716913774609566,0.04716913774609566,-0.06655307114124298,-0.06655307114124298,-0.02419666387140751,-0.02419666387140751,-0.36149418354034424,-0.36149418354034424,0.9080570340156555,0.9080570340156555,0.023388411849737167,0.023388411849737167,-0.05126088485121727,-0.05126088485121727,0.10824129730463028,0.10824129730463028,0.08989293873310089,0.08989293873310089,-0.7025430202484131,-0.7025430202484131,-0.6580014824867249,-0.6580014824867249,0.04712942615151405,0.04712942615151405,-0.08166153728961945,-0.08166153728961945,-0.02907593548297882,-0.02907593548297882,0.011757333762943745,0.011757333762943745,0.9416260123252869,0.9416260123252869,-0.3172347843647003,-0.3172347843647003,0.003257216652855277,0.003257216652855277,0.06664732098579407,0.06664732098579407,-0.12001711875200272,-0.12001711875200272,-0.033683259040117264,-0.033683259040117264,-0.22327814996242523,-0.22327814996242523,0.9492025971412659,0.9492025971412659,0.014478949829936028,0.014478949829936028,-0.010082380846142769,-0.010082380846142769,0.1715916395187378,0.1715916395187378,0.08591572940349579,0.08591572940349579,-0.781261146068573,-0.781261146068573,-0.542805016040802,-0.542805016040802,0.052527379244565964,0.052527379244565964,-0.1387593150138855,-0.1387593150138855,-0.03114648535847664,-0.03114648535847664,0.024567898362874985,0.024567898362874985,0.871100902557373,0.871100902557373,-0.4609433114528656,-0.4609433114528656,0.007211888674646616,0.007211888674646616,0.07134607434272766,0.07134607434272766,-0.1790328025817871,-0.1790328025817871,-0.04118962585926056,-0.04118962585926056,-0.07951142638921738,-0.07951142638921738,0.965681791305542,0.965681791305542,0.005876061040908098,0.005876061040908098
4,1.0,1.0,0.1,0.1,4.1,-0.24939124286174774,-0.24939124286174774,0.38425135612487793,0.38425135612487793,-0.009786490350961685,-0.009786490350961685,0.22125764191150665,0.22125764191150665,0.5228524208068848,0.5228524208068848,0.06977192312479019,0.06977192312479019,-0.9579594135284424,-0.9579594135284424,0.006301669869571924,0.006301669869571924,0.06981528550386429,0.06981528550386429,0.12665316462516785,0.12665316462516785,-0.3690794110298157,-0.3690794110298157,0.07877402007579803,0.07877402007579803,-0.3390871584415436,-0.3390871584415436,-0.5271776914596558,-0.5271776914596558,0.00012340406829025596,0.00012340406829025596,0.978950023651123,0.978950023651123,-0.013464112766087055,-0.013464112766087055,0.0008409573929384351,0.0008409573929384351,-0.15268468856811523,-0.15268468856811523,0.22225946187973022,0.22225946187973022,-0.017860211431980133,-0.017860211431980133,0.30674684047698975,0.30674684047698975,0.6544238924980164,0.6544238924980164,0.05915004014968872,0.05915004014968872,-0.9161002039909363,-0.9161002039909363,0.01833971217274666,0.01833971217274666,0.06814277172088623,0.06814277172088623,0.027209589257836342,0.027209589257836342,-0.19957230985164642,-0.19957230985164642,0.08574433624744415,0.08574433624744415,-0.41762715578079224,-0.41762715578079224,-0.6450421214103699,-0.6450421214103699,0.011419693008065224,0.011419693008065224,0.9167063236236572,0.9167063236236572,-0.025806590914726257,-0.025806590914726257,0.0033237608149647713,0.0033237608149647713,-0.05332561209797859,-0.05332561209797859,0.04807163029909134,0.04807163029909134,-0.023728270083665848,-0.023728270083665848,0.379153847694397,0.379153847694397,0.7583314776420593,0.7583314776420593,0.04739079251885414,0.04739079251885414,-0.8341845273971558,-0.8341845273971558,0.028718307614326477,0.028718307614326477,0.06487740576267242,0.06487740576267242,-0.07268181443214417,-0.07268181443214417,-0.02152985706925392,-0.02152985706925392,0.0903601422905922,0.0903601422905922,-0.4812692403793335,-0.4812692403793335,-0.7329735159873962,-0.7329735159873962,0.02359277568757534,0.02359277568757534,0.8159487247467041,0.8159487247467041,-0.035978175699710846,-0.035978175699710846,0.0073300995863974094,0.0073300995863974094,0.044310882687568665,0.044310882687568665,-0.13086149096488953,-0.13086149096488953,-0.02711840346455574,-0.02711840346455574,0.43500545620918274,0.43500545620918274,0.8303456902503967,0.8303456902503967,0.035025157034397125,0.035025157034397125
5,1.0,1.0,0.1,0.1,5.1,-0.05556011199951172,-0.05556011199951172,0.8253727555274963,0.8253727555274963,0.0033046710304915905,0.0033046710304915905,-0.3726823031902313,-0.3726823031902313,0.017538899555802345,0.017538899555802345,0.05705836042761803,0.05705836042761803,-0.09165127575397491,-0.09165127575397491,0.16601498425006866,0.16601498425006866,0.09848927706480026,0.09848927706480026,-0.6555033326148987,-0.6555033326148987,-0.08071886748075485,-0.08071886748075485,0.061692073941230774,0.061692073941230774,0.0630602315068245,0.0630602315068245,-0.9644719362258911,-0.9644719362258911,0.018431877717375755,0.018431877717375755,0.9311395287513733,0.9311395287513733,0.12331604957580566,0.12331604957580566,-0.00021908667986281216,-0.00021908667986281216,-0.12066566944122314,-0.12066566944122314,0.574373185634613,0.574373185634613,-0.008941827341914177,-0.008941827341914177,-0.042711298912763596,-0.042711298912763596,0.03705371171236038,0.03705371171236038,0.05227180942893028,0.05227180942893028,-0.174007385969162,-0.174007385969162,0.4688386619091034,0.4688386619091034,0.09358738362789154,0.09358738362789154,-0.8424497246742249,-0.8424497246742249,-0.19933460652828217,-0.19933460652828217,0.06682249158620834,0.06682249158620834,0.18922261893749237,0.18922261893749237,-0.9696873426437378,-0.9696873426437378,0.03475034981966019,0.03475034981966019,0.7382447719573975,0.7382447719573975,0.1987198293209076,0.1987198293209076,-0.0006108007510192692,-0.0006108007510192692,-0.1007256954908371,-0.1007256954908371,0.2558441758155823,0.2558441758155823,-0.017043784260749817,-0.017043784260749817,0.27618223428726196,0.27618223428726196,0.1431363970041275,0.1431363970041275,0.04651269689202309,0.04651269689202309,-0.3146818280220032,-0.3146818280220032,0.690443217754364,0.690443217754364,0.08450313657522202,0.08450313657522202,-0.9048771858215332,-0.9048771858215332,-0.3297351002693176,-0.3297351002693176,0.0726964920759201,0.0726964920759201,0.2741042971611023,0.2741042971611023,-0.8460308313369751,-0.8460308313369751,0.050453804433345795,0.050453804433345795,0.45929405093193054,0.45929405093193054,0.1903470903635025,0.1903470903635025,-0.0004503800591919571,-0.0004503800591919571,0.01321132481098175,0.01321132481098175,-0.07312068343162537,-0.07312068343162537,-0.020384132862091064,-0.020384132862091064,0.5290064811706543,0.5290064811706543,0.3149363696575165,0.3149363696575165,0.039073314517736435,0.039073314517736435
6,1.0,1.0,0.1,0.1,6.1,0.4162602126598358,0.4162602126598358,0.9024316668510437,0.9024316668510437,0.016815783455967903,0.016815783455967903,-0.585385799407959,-0.585385799407959,0.7694534659385681,0.7694534659385681,0.05601111426949501,0.05601111426949501,-0.9314190149307251,-0.9314190149307251,-0.11500652879476547,-0.11500652879476547,0.08336599171161652,0.08336599171161652,-0.36143362522125244,-0.36143362522125244,-0.8590205907821655,-0.8590205907821655,0.07151098549365997,0.07151098549365997,0.5896235704421997,0.5896235704421997,-0.7036104798316956,-0.7036104798316956,0.032175518572330475,0.032175518572330475,0.8471278548240662,0.8471278548240662,0.2397647202014923,0.2397647202014923,-0.0015832509379833937,-0.0015832509379833937,0.1314927339553833,0.1314927339553833,0.821660041809082,0.821660041809082,0.0008260344038717449,0.0008260344038717449,-0.6041085720062256,-0.6041085720062256,0.4746363162994385,0.4746363162994385,0.04329530894756317,0.04329530894756317,-0.6655668020248413,-0.6655668020248413,-0.24779771268367767,-0.24779771268367767,0.08567348122596741,0.08567348122596741,-0.11281907558441162,-0.11281907558441162,-0.6640755534172058,-0.6640755534172058,0.08575326949357986,0.08575326949357986,0.5054230093955994,0.5054230093955994,-0.36564749479293823,-0.36564749479293823,0.04345765709877014,0.04345765709877014,0.4680778384208679,0.4680778384208679,0.2894555330276489,0.2894555330276489,-0.004835515283048153,-0.004835515283048153,-0.060093991458415985,-0.060093991458415985,0.4673405587673187,0.4673405587673187,-0.011282552033662796,-0.011282552033662796,-0.34771305322647095,-0.34771305322647095,0.16198988258838654,0.16198988258838654,0.0352923721075058,0.0352923721075058,-0.27558842301368713,-0.27558842301368713,-0.146479070186615,-0.146479070186615,0.08766216784715652,0.08766216784715652,-0.024309571832418442,-0.024309571832418442,-0.25932425260543823,-0.25932425260543823,0.0946866050362587,0.0946866050362587,0.16032813489437103,0.16032813489437103,-0.09370781481266022,-0.09370781481266022,0.04996483400464058,0.04996483400464058,0.05687829852104187,0.05687829852104187,0.06870756298303604,0.06870756298303604,-0.006137973163276911,-0.006137973163276911,-0.013365541584789753,-0.013365541584789753,-0.008573561906814575,-0.008573561906814575,-0.016271237283945084,-0.016271237283945084,0.09912081807851791,0.09912081807851791,0.019381506368517876,0.019381506368517876,0.030939210206270218,0.030939210206270218
7,1.0,1.0,0.1,0.1,7.1,0.7339411377906799,0.7339411377906799,0.5496644973754883,0.5496644973754883,0.023363789543509483,0.023363789543509483,0.18482783436775208,0.18482783436775208,0.6503984332084656,0.6503984332084656,0.07156428694725037,0.07156428694725037,-0.14137105643749237,-0.14137105643749237,0.2835468053817749,0.2835468053817749,0.09930112212896347,0.09930112212896347,0.030618757009506226,0.030618757009506226,-0.12701599299907684,-0.12701599299907684,0.08007507771253586,0.08007507771253586,0.4858604073524475,0.4858604073524475,-0.12837538123130798,-0.12837538123130798,0.03100159950554371,0.03100159950554371,0.7341089248657227,0.7341089248657227,0.3273797035217285,0.3273797035217285,-0.0029778904281556606,-0.0029778904281556606,0.4825666546821594,0.4825666546821594,0.8449236750602722,0.8449236750602722,0.009020363911986351,0.009020363911986351,-0.09110821038484573,-0.09110821038484573,0.9687244296073914,0.9687244296073914,0.05483090505003929,0.05483090505003929,-0.5172304511070251,-0.5172304511070251,0.6110867261886597,0.6110867261886597,0.09040520340204239,0.09040520340204239,-0.4791830778121948,-0.4791830778121948,0.12151239067316055,0.12151239067316055,0.08100973814725876,0.08100973814725876,-0.09914559870958328,-0.09914559870958328,-0.052259381860494614,-0.052259381860494614,0.034001581370830536,0.034001581370830536,0.19239404797554016,0.19239404797554016,0.22018098831176758,0.22018098831176758,-0.007764254696667194,-0.007764254696667194,0.06392614543437958,0.06392614543437958,0.6443885564804077,0.6443885564804077,-0.006049525458365679,-0.006049525458365679,-0.41668152809143066,-0.41668152809143066,0.7847457528114319,0.7847457528114319,0.036705102771520615,0.036705102771520615,-0.8546933531761169,-0.8546933531761169,0.4651234745979309,0.4651234745979309,0.07948790490627289,0.07948790490627289,-0.8925046920776367,-0.8925046920776367,-0.07769541442394257,-0.07769541442394257,0.0812816321849823,0.0812816321849823,-0.5294971466064453,-0.5294971466064453,-0.4149208068847656,-0.4149208068847656,0.03981832042336464,0.03981832042336464,-0.11558445543050766,-0.11558445543050766,-0.312831848859787,-0.312831848859787,-0.006159289740025997,-0.006159289740025997,-0.03216749429702759,-0.03216749429702759,0.060834936797618866,0.060834936797618866,-0.013400490395724773,-0.013400490395724773,-0.34767740964889526,-0.34767740964889526,0.2915537655353546,0.2915537655353546,0.025044871494174004,0.025044871494174004
8,1.0,1.0,0.1,0.1,8.1,0.6083372831344604,0.6083372831344604,0.0939391702413559,0.0939391702413559,0.02175925485789776,0.02175925485789776,-0.24524745345115662,-0.24524745345115662,0.001494966447353363,0.001494966447353363,0.06599579751491547,0.06599579751491547,-0.8688413500785828,-0.8688413500785828,-0.22285087406635284,-0.22285087406635284,0.08971726149320602,0.08971726149320602,-0.78021240234375,-0.78021240234375,-0.3111335039138794,-0.3111335039138794,0.06924253702163696,0.06924253702163696,-0.09479185193777084,-0.09479185193777084,-0.06714094430208206,-0.06714094430208206,0.02330128662288189,0.02330128662288189,0.6012797951698303,0.6012797951698303,0.3795700967311859,0.3795700967311859,-0.004258628003299236,-0.004258628003299236,0.7621031403541565,0.7621031403541565,0.6337721943855286,0.6337721943855286,0.01388583704829216,0.01388583704829216,0.32273685932159424,0.32273685932159424,0.3916453421115875,0.3916453421115875,0.06192236766219139,0.06192236766219139,-0.2978847324848175,-0.2978847324848175,-0.2313607931137085,-0.2313607931137085,0.09491021931171417,0.09491021931171417,-0.5973573327064514,-0.5973573327064514,-0.7368234992027283,-0.7368234992027283,0.08079846948385239,0.08079846948385239,-0.4131593704223633,-0.4131593704223633,-0.6558448672294617,-0.6558448672294617,0.031139792874455452,0.031139792874455452,-0.0024670548737049103,-0.0024670548737049103,0.013888486661016941,0.013888486661016941,-0.008717717602849007,-0.008717717602849007,0.2500596046447754,0.2500596046447754,0.7546125054359436,0.7546125054359436,-0.0014186137123033404,-0.0014186137123033404,0.18996603786945343,0.18996603786945343,0.9416059851646423,0.9416059851646423,0.04734370857477188,0.04734370857477188,-0.017182590439915657,-0.017182590439915657,0.38197439908981323,0.38197439908981323,0.09339069575071335,0.09339069575071335,-0.11277876794338226,-0.11277876794338226,-0.49589407444000244,-0.49589407444000244,0.09446064382791519,0.09446064382791519,-0.030157729983329773,-0.030157729983329773,-0.9852319359779358,-0.9852319359779358,0.049224853515625,0.049224853515625,0.056850556284189224,0.056850556284189224,-0.692177951335907,-0.692177951335907,-0.0012706724228337407,-0.0012706724228337407,-0.04158331826329231,-0.04158331826329231,0.133323073387146,0.133323073387146,-0.011214538477361202,-0.011214538477361202,-0.2835836708545685,-0.2835836708545685,0.8127773404121399,0.8127773404121399,0.028009241446852684,0.028009241446852684
9,1.0,1.0,0.1,0.1,9.1,0.15739119052886963,0.15739119052886963,-0.045404594391584396,-0.045404594391584396,0.016471905633807182,0.016471905633807182,-0.6562778949737549,-0.6562778949737549,0.6634547114372253,0.6634547114372253,0.0618482306599617,0.0618482306599617,-0.22103887796401978,-0.22103887796401978,0.3821175694465637,0.3821175694465637,0.09923053532838821,0.09923053532838821,-0.11098204553127289,-0.11098204553127289,-0.8032934665679932,-0.8032934665679932,0.07918517291545868,0.07918517291545868,-0.3174084424972534,-0.3174084424972534,-0.6066945195198059,-0.6066945195198059,0.02187502756714821,0.02187502756714821,0.4592912495136261,0.4592912495136261,0.3924016058444977,0.3924016058444977,-0.0053352718241512775,-0.0053352718241512775,0.8342799544334412,0.8342799544334412,0.2922815680503845,0.2922815680503845,0.014966183342039585,0.014966183342039585,-0.3082636892795563,-0.3082636892795563,0.06730885803699493,0.06730885803699493,0.05433434993028641,0.05433434993028641,-0.8470393419265747,-0.8470393419265747,0.4464646279811859,0.4464646279811859,0.08883342146873474,0.08883342146873474,-0.03432898223400116,-0.03432898223400116,-0.07881267368793488,-0.07881267368793488,0.08911674469709396,0.08911674469709396,0.18817320466041565,0.18817320466041565,-0.970400333404541,-0.970400333404541,0.04034906253218651,0.04034906253218651,-0.0560670830309391,-0.0560670830309391,-0.2642763555049896,-0.2642763555049896,-0.0076780798844993114,-0.0076780798844993114,0.4649817645549774,0.4649817645549774,0.777710497379303,0.777710497379303,0.0024211208801716566,0.0024211208801716566,0.4291342496871948,0.4291342496871948,0.36435434222221375,0.36435434222221375,0.050904106348752975,0.050904106348752975,-0.7073842287063599,-0.7073842287063599,-0.09962546825408936,-0.09962546825408936,0.08522222191095352,0.08522222191095352,-0.7430543303489685,-0.7430543303489685,0.1278865784406662,0.1278865784406662,0.08723891526460648,0.08723891526460648,0.3758920729160309,0.3758920729160309,-0.3471371531486511,-0.3471371531486511,0.055314600467681885,0.055314600467681885,0.4538707733154297,0.4538707733154297,-0.8117160797119141,-0.8117160797119141,0.005211853422224522,0.005211853422224522,-0.04077410325407982,-0.04077410325407982,0.20714117586612701,0.20714117586612701,-0.009445950388908386,-0.009445950388908386,0.21791210770606995,0.21791210770606995,0.9700433015823364,0.9700433015823364,0.03570851683616638,0.03570851683616638
