,yReal,yPred
0,10.1,7.250000000000013
1,5.1,6.850000000000012
2,7.1,7.960000000000013
3,9.1,6.9600000000000115
4,7.1,6.820000000000013
5,9.1,6.660000000000013
6,0.1,0.8199999999999988
7,0.1,0.1399999999999998
8,10.1,7.4900000000000135
9,7.1,7.780000000000014
10,10.1,6.5400000000000125
11,4.1,5.040000000000009
12,4.1,3.890000000000006
13,5.1,4.720000000000008
14,8.1,7.570000000000014
15,4.1,3.830000000000005
16,1.1,1.1599999999999975
17,10.1,6.490000000000012
18,0.1,0.36000000000000076
19,8.1,6.940000000000014
20,7.1,6.730000000000014
21,1.1,1.0599999999999985
22,4.1,4.210000000000006
23,5.1,2.2599999999999962
24,9.1,7.7400000000000135
25,1.1,2.399999999999996
26,9.1,7.020000000000014
27,2.1,2.1099999999999968
28,6.1,6.600000000000011
29,2.1,2.1499999999999964
30,7.1,7.550000000000014
31,10.1,7.500000000000012
32,4.1,4.4400000000000075
33,0.1,0.44000000000000056
34,4.1,8.440000000000015
35,2.1,2.0999999999999965
36,7.1,7.930000000000014
37,4.1,5.100000000000009
38,8.1,7.060000000000013
39,0.1,0.13999999999999976
40,5.1,6.170000000000012
41,8.1,7.390000000000014
42,0.1,0.10999999999999976
43,10.1,8.860000000000015
44,3.1,4.240000000000006
45,2.1,2.0899999999999967
46,7.1,7.820000000000014
47,6.1,6.680000000000012
48,0.1,0.2100000000000003
49,10.1,7.280000000000013
50,9.1,5.8000000000000105
51,8.1,6.2500000000000115
52,2.1,2.0999999999999965
53,2.1,2.129999999999997
54,0.1,0.18000000000000013
55,3.1,2.909999999999999
56,1.1,1.1499999999999981
57,6.1,4.740000000000008
58,1.1,1.0899999999999983
59,7.1,7.4500000000000135
60,10.1,7.030000000000013
61,6.1,7.810000000000014
62,1.1,2.7799999999999985
63,0.1,0.20000000000000043
64,3.1,3.1900000000000017
65,8.1,7.2000000000000135
66,6.1,8.030000000000014
67,8.1,6.600000000000012
68,7.1,8.330000000000014
69,0.1,0.11999999999999977
70,2.1,2.0999999999999965
71,4.1,3.580000000000004
72,9.1,7.920000000000013
73,0.1,0.4200000000000006
74,10.1,7.740000000000014
75,7.1,6.700000000000013
76,0.1,0.1099999999999998
77,3.1,3.5000000000000036
78,8.1,6.5400000000000125
79,8.1,6.890000000000012
80,7.1,6.780000000000013
81,8.1,7.530000000000014
82,5.1,7.590000000000014
83,7.1,7.780000000000014
84,7.1,7.870000000000013
85,8.1,8.060000000000013
86,4.1,5.070000000000009
87,5.1,6.680000000000012
88,7.1,7.920000000000013
89,6.1,7.030000000000014
90,8.1,7.900000000000014
91,7.1,7.430000000000014
92,4.1,4.220000000000007
93,0.1,0.2900000000000006
94,1.1,0.9899999999999985
95,9.1,7.7000000000000135
96,9.1,7.720000000000014
97,2.1,2.0999999999999965
98,5.1,7.440000000000015
99,3.1,6.970000000000012
100,6.1,8.890000000000015
101,2.1,2.0999999999999965
102,1.1,1.0499999999999983
103,2.1,2.0999999999999965
104,9.1,7.880000000000013
105,8.1,7.7400000000000135
106,1.1,1.0199999999999987
107,2.1,2.2099999999999964
108,9.1,7.240000000000013
109,10.1,7.610000000000014
110,3.1,3.420000000000003
111,3.1,3.9300000000000055
112,3.1,3.620000000000004
113,6.1,6.190000000000011
114,7.1,7.470000000000014
115,6.1,7.3700000000000125
116,4.1,4.140000000000007
117,8.1,4.130000000000006
118,6.1,7.770000000000013
119,3.1,2.96
120,1.1,1.6199999999999972
121,7.1,5.580000000000012
122,0.1,0.11999999999999977
123,2.1,2.159999999999996
124,6.1,6.880000000000012
125,5.1,7.620000000000013
126,1.1,7.430000000000012
127,3.1,4.410000000000007
128,6.1,8.280000000000014
129,4.1,7.040000000000012
130,9.1,8.360000000000015
131,5.1,6.190000000000011
132,8.1,8.340000000000014
133,3.1,6.160000000000012
134,9.1,6.780000000000012
135,2.1,2.0999999999999965
136,4.1,4.640000000000009
137,5.1,7.680000000000014
138,0.1,0.2699999999999999
139,7.1,7.670000000000012
140,3.1,2.889999999999999
141,2.1,2.199999999999996
142,4.1,3.7700000000000045
143,8.1,7.860000000000014
144,4.1,4.680000000000009
145,10.1,7.840000000000015
146,3.1,7.940000000000014
147,1.1,2.309999999999996
148,5.1,4.460000000000008
149,3.1,3.650000000000004
150,7.1,6.910000000000013
151,3.1,2.749999999999998
152,0.1,0.1199999999999998
153,3.1,4.040000000000006
154,3.1,7.720000000000012
155,10.1,8.910000000000014
156,10.1,7.680000000000014
157,9.1,5.340000000000009
158,2.1,2.0999999999999965
159,6.1,7.530000000000014
160,5.1,5.1800000000000095
161,7.1,6.6700000000000115
162,3.1,4.430000000000007
163,3.1,3.160000000000001
164,2.1,2.1699999999999964
165,4.1,4.7300000000000075
166,2.1,2.1499999999999964
167,5.1,7.900000000000014
168,6.1,7.520000000000013
169,6.1,7.860000000000014
170,7.1,7.320000000000014
171,4.1,6.300000000000011
172,7.1,8.400000000000015
173,9.1,6.260000000000011
174,9.1,7.560000000000014
175,9.1,7.470000000000012
176,6.1,7.530000000000013
177,8.1,6.890000000000011
178,7.1,7.710000000000013
179,9.1,7.610000000000014
180,0.1,0.12999999999999978
181,0.1,0.5200000000000009
182,9.1,6.800000000000012
183,9.1,8.420000000000014
184,10.1,7.060000000000013
185,2.1,2.609999999999996
186,7.1,7.200000000000013
187,2.1,2.1199999999999966
188,8.1,6.060000000000011
189,6.1,4.750000000000008
190,1.1,1.3699999999999977
191,9.1,8.610000000000014
192,9.1,7.620000000000013
193,6.1,6.850000000000012
194,5.1,7.440000000000013
195,0.1,0.10999999999999982
196,10.1,7.360000000000014
197,3.1,3.0
198,6.1,7.190000000000013
199,0.1,0.2800000000000003
